,QQQ,TSLA,AAPL,AMZN,GOOGL,FB,MSFT,CRM,NOW,WDAY,ADBE,INTU,ANSS,SNPS,CDNS,ADSK,MA,V,AXP,DFS,CME,COST,MORN,ILMN,ISRG,HD,LRCX,AMAT,XLNX,NVDA,AMD,AVGO,MU,OLED,XBI,MTN,NTES,TRIP,NFLX,DIS,ATVI,EA
2015-12-31,108.6955,240.01,99.8338,675.89,778.01,104.66,51.9285,78.4,86.56,79.68,93.94,93.2876,92.5,45.61,20.81,60.93,95.1842,75.9267,65.9255,50.381,80.3397,150.1087,77.6932,191.945,182.0532,123.8059,75.5946,17.9171,43.8975,32.4324,2.87,135.8459,14.16,54.2653,69.6651,119.6451,174.9501,85.25,114.38,100.3494,37.9735,68.72
2016-01-04,106.4023,223.41,99.9192,636.99,759.44,102.22,51.292,76.71,84.07,77.76,91.97,91.2381,90.1,44.92,20.53,60.31,92.6912,74.1155,64.0676,49.5259,78.6283,148.2869,77.1135,181.28,182.4632,122.7013,73.986,17.7252,42.8041,31.8518,2.77,133.1598,14.33,53.2585,67.3131,116.0554,166.1466,82.98,109.96,98.344,36.9043,66.1
2016-01-05,106.2177,223.43,97.4153,633.79,761.53,102.73,51.526,77.05,84.0,77.24,92.34,92.7559,89.42,44.97,20.54,60.39,92.8671,74.6735,63.0818,49.4132,79.249,148.6494,77.2391,178.02,183.9865,122.1021,74.3857,17.7444,43.4396,32.3635,2.75,128.705,14.82,52.6006,66.7078,117.7194,167.8263,81.93,107.66,96.3576,36.4334,64.94
2016-01-06,105.1974,219.04,95.5089,632.65,759.33,102.97,50.59,76.29,81.42,74.4,91.02,93.0845,88.29,44.31,20.2,59.54,91.4495,73.6945,61.3377,48.4454,78.8589,147.2738,77.1715,177.56,184.4131,120.8383,70.0168,17.015,42.6452,31.0253,2.505,124.7461,14.22,51.6337,63.8596,117.7381,167.6428,80.1,117.68,95.8419,36.0901,63.68
2016-01-07,101.9033,215.65,91.478,607.94,741.0,97.92,48.8304,74.3,79.64,71.75,89.11,91.5861,87.23,43.28,19.75,55.98,89.7744,72.2454,60.7855,47.5434,77.6174,143.8999,75.8151,167.72,178.9665,117.3933,68.2559,16.516,40.9629,29.7953,2.275,120.7779,13.66,49.4508,61.3489,114.0456,159.6309,77.69,114.56,95.0206,35.58,62.46
2016-01-08,101.0676,211.0,91.9617,607.05,730.91,97.33,48.9801,73.23,78.12,71.07,87.85,90.3254,85.4,42.35,19.24,55.06,88.06,71.3545,60.5855,46.9514,76.4646,141.381,74.9431,165.17,178.8465,115.9891,67.0852,16.1129,40.1218,29.1557,2.14,119.9824,13.33,50.0588,60.0489,112.7276,157.7872,76.18,111.39,94.7819,35.0306,63.13
2016-01-11,101.3786,207.85,93.4508,617.74,733.07,97.51,48.9521,73.18,78.53,70.25,89.38,91.1594,85.27,42.09,19.28,55.23,88.7359,72.3727,60.9854,47.44,77.1031,143.8069,73.9936,165.71,179.8598,117.749,67.5325,16.0074,40.2994,29.2049,2.34,119.8326,12.53,49.69,56.7046,115.4385,153.2793,76.95,114.97,95.4217,35.5211,64.21
2016-01-12,102.5543,209.97,94.807,617.89,745.34,99.37,49.4013,74.46,80.99,71.9,89.82,91.9838,86.41,42.02,19.14,54.79,89.5784,73.1951,61.3187,47.9192,77.3691,145.0477,74.8559,168.64,180.7065,119.3499,67.9989,16.0745,40.5237,29.6969,2.39,121.5921,12.72,49.6202,58.3718,113.8306,155.2774,77.36,116.58,96.8924,36.4138,65.62
2016-01-13,99.0173,200.31,92.3695,581.81,719.57,95.44,48.3343,72.35,76.79,71.26,88.3,88.9289,84.45,40.53,18.66,50.87,87.3742,71.5699,59.8428,46.4159,74.6379,141.3903,73.2766,164.49,181.7132,113.6487,65.7526,15.5467,39.1685,28.7916,2.25,115.4058,12.06,48.6234,54.3229,109.4651,152.3333,72.94,106.56,94.0465,34.1968,63.38
2016-01-14,101.1259,206.18,94.3897,593.0,731.39,98.37,49.7102,73.07,78.21,70.5,89.8,91.4698,84.9,41.25,19.38,52.65,88.8633,72.2552,60.2618,47.13,75.1079,142.3755,74.6136,175.11,185.2565,111.9824,68.4844,16.1321,39.6358,28.211,2.21,117.1653,12.02,49.7897,56.4267,113.8306,157.8451,71.92,107.06,94.6482,34.7265,64.48
2016-01-15,97.9873,204.99,92.1229,570.18,710.49,94.97,47.7259,70.86,76.34,67.87,89.17,88.7253,84.97,40.96,19.0,49.4,86.904,70.3265,59.9,46.1904,75.1168,139.7823,74.5943,171.15,185.7498,111.6173,64.6866,15.4315,40.0097,26.676,2.03,112.2799,11.08,45.015,54.6801,111.1758,149.6111,70.63,104.04,89.6727,34.2458,66.06
2016-01-19,98.2011,204.72,91.6772,574.48,719.08,95.26,47.3235,70.8,74.32,66.1,89.18,88.1337,84.99,40.69,18.85,47.59,84.4647,69.8957,59.6429,45.9555,76.3582,139.8567,74.3036,169.58,185.4965,112.1134,64.2107,15.7866,39.991,26.8925,1.95,112.3735,10.8,45.5433,52.4572,113.9989,156.04,71.19,107.89,89.7396,34.4813,67.37
2016-01-20,97.8998,198.7,91.8005,571.77,718.56,94.35,47.5387,70.33,74.31,67.49,87.94,89.2102,84.71,40.94,19.04,47.9,83.3969,69.2005,60.0142,45.8051,74.6645,138.3231,74.2648,171.46,184.8531,109.0241,66.219,15.7099,40.262,27.0401,1.8,115.8925,10.05,44.5565,54.7198,113.3913,154.7562,69.26,107.74,88.3739,34.0496,66.85
2016-01-21,97.99700000000001,199.97,91.3357,575.02,726.67,94.16,47.2486,69.51,74.41,68.6,88.0,89.1714,85.07,40.69,18.93,47.87,84.3667,70.0621,59.6429,45.4951,72.7048,139.773,73.6157,169.18,185.1998,112.544,64.8389,16.1321,43.72,27.355,2.09,116.5476,10.85,44.5565,53.3206,115.2609,153.6364,69.51,102.35,89.7873,33.9025,67.03
2016-01-22,100.8344,202.55,96.1918,596.38,745.46,97.94,48.9427,71.55,76.67,69.47,89.63,90.7812,86.8,41.7,19.52,49.03,86.2085,71.1783,52.4256,45.6548,75.17,142.8496,74.9818,176.71,188.7031,114.9219,65.41,16.3624,44.5985,27.9946,2.02,116.5289,11.07,46.0218,54.8885,116.4387,148.1728,70.65,100.72,92.5377,35.2366,69.36
2016-01-25,99.338,196.38,94.3139,596.53,733.62,97.01,48.4747,69.92,76.1,67.37,86.77,88.958,84.8,41.12,18.87,47.97,85.0035,70.2384,52.3875,44.7152,75.0547,140.1448,74.168,174.48,186.0731,113.9389,64.7246,16.2281,44.3929,27.965,2.12,116.5102,10.48,45.5832,54.0748,115.1487,152.98,69.49,99.12,91.0001,34.0693,69.92
2016-01-26,100.2319,193.56,94.8355,601.25,733.79,97.34,48.8304,69.87,77.96,66.65,86.89,89.8405,86.57,41.78,19.3,48.42,85.2288,70.3754,52.4541,45.4669,76.5888,138.0256,74.9334,172.9,181.7465,114.3976,65.429,16.6503,45.1873,28.2406,2.07,116.4166,10.55,46.0318,53.6977,116.4948,147.111,69.69,97.83,91.936,34.6284,70.83
2016-01-27,97.7346,188.07,88.6042,583.35,717.58,94.45,47.9412,67.43,75.37,64.5,84.85,88.027,84.6,41.51,18.84,46.49,83.0834,69.4257,51.9114,45.777,76.8991,137.3099,75.3984,162.42,178.0065,113.8078,64.2487,16.4008,44.99100000000001,27.906,2.13,114.5074,10.39,44.8057,51.2564,113.1015,148.6941,67.54,91.15,90.0738,33.4218,69.49
2016-01-28,99.1145,189.7,89.2396,635.35,748.3,109.11,48.7228,65.69,63.57,62.03,84.52,89.2441,85.1,41.61,18.99,45.27,81.7315,67.8788,50.3499,42.1219,77.2272,139.0387,76.5805,154.25,175.5298,114.4725,66.1048,16.0074,44.8555,27.601,2.08,118.2697,9.885,44.1578,49.3312,112.1667,148.4142,67.32,94.41,89.3194,33.1471,69.79
2016-01-29,101.1842,191.2,92.3221,587.0,761.35,112.21,51.5635,68.06,62.21,63.01,89.13,92.6238,88.19,42.9,19.56,46.82,87.2175,72.9308,50.9402,43.0239,79.6747,140.4608,77.9078,157.95,180.2832,117.7303,68.3321,16.9382,46.9817,28.8211,2.2,125.1392,11.03,48.9424,50.1648,116.85,150.7212,66.76,91.84,91.5063,34.1575,64.545
2016-02-01,101.4563,196.94,91.459,574.81,770.77,115.09,51.2078,68.44,61.96,64.84,89.61,93.4578,88.24,42.58,19.54,47.65,86.8256,72.8231,52.0828,43.2682,79.3111,140.5817,77.2102,158.94,181.0532,118.4324,69.1221,16.9382,46.6359,28.831,2.14,128.8547,10.96,48.6434,50.5717,116.4013,151.0784,67.19,94.09,90.8664,34.0104,64.2
2016-02-02,99.2602,182.78,89.6095,552.1,780.91,114.61,49.6073,64.52,57.25,61.79,87.95,91.3049,86.82,42.25,19.23,45.89,84.1806,71.8636,51.0925,42.5729,79.0185,138.0256,76.3673,154.66,179.7832,117.2716,67.1518,16.3624,45.3275,27.6108,1.99,124.6993,10.59,48.2048,48.7606,113.9895,149.3602,63.0,91.49,88.9278,32.7842,60.66
2016-02-03,98.7841,173.48,91.3831,531.07,749.38,112.69,48.821000000000005,65.34,59.3,63.06,87.99,92.9923,87.39,42.53,19.23,49.56,84.7096,72.8231,51.521,42.9228,79.2756,136.3526,75.8344,149.46,181.6998,115.8861,67.9704,16.5928,45.3742,27.7486,2.07,122.9398,10.76,47.6665,48.9938,111.9517,144.33100000000002,62.77,90.74,90.8569,32.4899,59.61
2016-02-04,98.7744,175.33,92.1135,536.26,730.03,110.49,48.6713,67.2,58.62,64.84,86.36,93.8263,88.18,42.86,20.4,49.51,84.5725,72.1377,51.7781,43.7831,76.5533,133.1738,75.5728,143.38,183.9765,113.3772,68.0275,16.8711,46.1312,27.7584,2.09,127.3947,11.23,48.0852,49.9961,112.0358,145.4604,63.81,89.71,91.1338,31.3323,58.73
2016-02-05,95.3442,162.6,89.6533,502.13,703.76,104.07,46.9491,58.51,52.31,54.24,79.2,89.0162,84.7,41.66,20.0,46.17,81.0751,70.0425,51.3972,43.7264,78.5219,133.8337,73.4316,136.05,178.7465,108.99600000000001,65.6479,16.1321,44.9256,26.0069,1.98,120.1321,11.0,45.2742,48.1205,109.1847,134.6297,58.37,82.79,89.6727,29.9492,55.5
2016-02-08,93.8867,147.99,90.5973,488.1,704.16,99.75,46.2471,54.05,47.14,48.97,74.94,88.1725,81.92,41.32,19.6,43.45,79.0081,66.3515,49.8928,42.6486,79.9762,136.65,73.1409,135.37,169.0932,104.7085,62.8971,15.5371,44.2807,24.8163,1.93,114.0488,10.17,41.5562,45.4609,109.3716,128.5098,55.88,83.32,87.9729,28.1736,56.32
2016-02-09,93.5952,148.25,90.5782,482.07,701.02,99.54,46.1254,57.33,48.52,48.9,73.85,87.4064,83.1,40.96,19.82,42.64,80.3012,66.8997,50.1118,43.3671,82.7428,137.5051,73.5285,139.49,169.6065,106.5901,62.4212,15.4507,44.1312,25.0819,1.9,112.0366,9.98,42.7922,45.5304,108.8014,131.6663,54.09,86.13,88.1639,28.2619,58.25
2016-02-10,93.9547,143.67,89.8917,490.48,706.85,101.0,46.5279,58.76,49.99,49.96,75.53,87.5325,83.94,41.37,20.44,43.72,81.6139,68.6816,49.7881,43.2726,80.2777,137.9792,73.1409,138.7,174.8032,107.0301,62.326,15.3452,43.8041,25.0229,1.84,111.5593,9.9,43.0713,45.6991,110.2223,133.3942,54.35,88.45,84.8501,29.5764,58.98
2016-02-11,93.8186,150.47,89.3481,503.82,706.36,101.91,46.5091,59.24,49.03,50.33,74.94,88.6477,83.5,41.34,20.15,43.26,80.4384,67.0368,48.6646,40.8901,79.2047,136.6744,72.9956,138.46,173.8498,106.0378,61.1172,15.0093,44.1592,24.895,1.86,108.8545,9.69,43.1411,45.3815,109.5492,132.1007,61.07,86.35,86.2443,29.9394,58.19
2016-02-12,95.2471,151.04,89.6247,507.08,706.89,102.01,47.2673,59.68,50.08,49.25,76.67,91.7025,84.06,41.92,20.28,44.92,83.1618,68.946,50.1404,42.0908,80.8274,138.5383,73.4897,142.72,177.0932,108.8931,62.8686,15.4124,44.5331,25.3181,1.83,113.8616,10.02,44.7559,46.6915,112.4004,133.6258,59.9,87.4,87.0465,27.585,59.25
2016-02-16,97.3945,155.17,92.1516,521.1,717.64,101.61,48.1565,59.72,52.04,50.53,78.88,92.4783,84.05,42.96,20.61,44.89,84.4255,69.6118,50.6355,43.178000000000004,80.4373,138.9671,75.6407,149.11,178.3865,111.8045,64.3249,16.0457,44.9349,26.5579,1.83,118.148,10.81,44.8755,48.5968,115.8498,145.4121,63.32,89.05,88.7273,28.8603,59.36
2016-02-17,99.6003,168.68,93.5629,534.1,731.97,105.2,49.4101,63.49,55.26,54.78,81.85,95.3877,86.18,43.61,20.95,46.67,85.4345,70.6594,51.0449,43.906000000000006,81.7142,140.6446,76.5514,155.63,180.6198,113.4708,65.9144,16.4488,45.6265,27.2172,1.9,122.3034,11.43,45.8723,50.5618,117.0463,150.5475,65.35,94.76,91.2007,28.8897,59.84
2016-02-18,98.4634,166.77,91.7892,525.0,717.51,103.47,49.1933,61.7,54.26,54.04,80.53,93.5548,85.57,44.0,20.78,47.75,84.2884,69.8844,51.5591,43.8587,80.9605,138.5383,75.2434,150.16,180.8732,112.31,64.5057,16.4776,44.8041,29.5591,1.91,118.9248,11.49,48.3842,48.7953,116.5322,146.9855,63.07,90.49,90.8855,28.3306,58.35
2016-02-19,98.7549,166.58,91.5795,534.9,722.11,104.57,48.8446,62.14,54.74,57.12,80.87,94.25299999999999,87.59,44.48,20.95,49.91,85.0231,70.1689,52.0923,43.6318,82.7517,138.5849,76.5126,151.31,182.1132,113.9202,66.4094,17.6388,45.262,29.9527,1.91,120.4222,11.16,47.2678,49.7381,119.402,148.5976,63.42,89.23,90.7328,29.6156,59.57
2016-02-22,100.3583,177.74,92.3804,559.5,729.05,107.16,49.6269,63.98,54.69,57.32,83.8,95.281,88.52,44.72,21.25,50.35,86.0321,71.6698,52.9683,44.7569,81.5546,139.8524,75.6213,152.93,183.8365,115.0061,66.9519,17.8403,45.6919,31.0154,2.01,122.266,11.05,49.1119,50.273999999999994,118.4392,154.5245,63.11,91.93,92.0315,30.9203,63.27
2016-02-23,98.7064,177.21,90.2922,552.94,717.29,105.46,48.2413,62.9,53.01,56.53,83.07,94.4179,86.49,44.1,21.1,49.69,84.4549,70.7771,52.4732,43.9249,81.4925,140.132,75.5922,149.94,182.9665,116.5789,65.8954,17.8595,45.2901,31.0941,1.97,119.9449,10.49,48.3742,47.8724,118.3644,151.9085,60.7,89.12,91.0861,30.1454,61.52
2016-02-24,99.6489,179.0,91.6367,554.04,720.9,106.88,48.411,62.52,52.55,57.56,83.42,95.8435,86.54,44.22,21.3,49.18,84.6606,70.4828,52.0257,44.1613,81.8472,143.4033,75.8926,149.42,184.5498,117.5899,67.0852,18.0332,44.4676,31.3106,2.02,121.9852,10.64,50.2582,48.3884,119.3366,154.3507,60.66,91.61,91.1338,31.1067,63.2
2016-02-25,100.6303,187.43,92.266,555.15,729.12,108.07,49.1085,69.42,54.16,59.38,86.68,97.046,84.22,44.55,21.61,49.42,85.6403,71.8758,52.7398,44.5867,82.6364,144.1954,76.1057,152.4,186.4265,118.7601,68.9413,18.2262,45.0938,31.3795,2.03,123.9787,10.72,49.5205,48.18,120.9351,131.5022,62.05,94.53,91.3439,31.7051,64.68
2016-02-26,100.50399999999999,190.34,92.4091,555.23,724.86,107.92,48.3544,69.72,55.51,59.52,86.6,92.8566,84.06,45.2,21.63,51.19,85.7872,71.346,52.7303,44.5773,82.6187,139.4983,77.3071,155.31,189.1565,118.1984,70.2548,18.3323,45.2246,31.1729,2.07,124.5776,10.7,43.8488,49.0236,118.4953,130.6817,62.38,94.79,91.0192,31.2833,64.45
2016-02-29,99.6003,191.93,92.1993,552.52,717.22,106.92,47.9585,67.75,54.99,60.45,85.15,93.7197,83.02,44.75,21.55,51.74,85.1505,71.0125,52.9207,43.8871,81.0846,139.8245,76.9196,150.24,187.6865,116.195,69.7694,18.2069,44.4209,30.9711,2.14,125.3825,10.63,47.6266,47.535,119.1029,129.9384,62.6,93.41,91.2198,31.0675,64.24
2016-03-01,102.7973,186.35,95.8609,579.04,742.17,109.82,49.5609,70.02,57.85,71.74,88.37,95.8726,86.05,45.88,21.97,54.31,88.2657,73.2197,54.0823,44.9744,82.0778,140.2811,77.5784,159.51,190.4965,117.6741,71.93,18.6893,45.3522,32.3439,2.18,129.5566,11.07,50.0588,49.8274,121.3838,133.954,66.1,98.3,93.2539,31.5972,65.48
2016-03-02,102.8361,188.34,96.0707,580.21,739.48,109.95,49.9097,70.43,57.66,71.91,88.39,95.6495,86.07,45.89,22.17,54.41,88.06,72.8862,54.387,45.466,82.734,142.3967,77.1327,157.2,191.2698,117.5712,70.9591,18.8051,45.3052,32.5315,2.32,128.1902,11.68,50.5672,51.9015,120.664,131.2029,65.32,97.61,92.6332,31.401,66.09
2016-03-03,102.6418,195.74,96.7859,577.49,731.59,109.58,49.3441,70.8,58.36,74.3,87.21,94.7573,86.26,45.87,22.16,54.79,87.913,72.5036,55.3106,46.0994,83.6562,141.2877,77.96600000000001,157.45,191.3465,118.7039,71.2637,18.7665,45.023,32.2451,2.46,128.5271,11.79,48.9324,51.3259,120.1031,135.1993,65.57,97.93,94.3712,30.9203,64.8
2016-03-04,102.6806,201.04,98.2257,575.14,730.22,108.39,49.0425,71.06,58.5,73.11,86.18,96.1829,87.07,46.22,22.3,56.25,88.2167,72.4938,55.501000000000005,45.882,84.0641,140.6353,77.6559,156.14,190.2165,117.5431,70.7497,18.7086,44.2139,32.1464,2.37,136.6975,11.88,48.6334,51.5442,121.4119,136.8113,65.1,101.58,94.0465,30.5966,64.43
2016-03-07,102.04899999999999,205.29,97.1387,562.8,712.8,105.73,48.0999,70.49,58.22,72.55,85.11,96.3769,87.69,46.13,22.27,58.17,86.5024,70.5711,56.177,46.0238,82.9822,138.091,77.3265,161.62,190.8965,118.1141,71.7111,18.7568,44.3268,31.939,2.47,134.311,11.58,51.6437,53.39,122.0569,136.7051,65.5,95.49,94.9156,30.3906,63.59
2016-03-08,101.2036,202.6,96.3377,560.26,713.53,105.93,48.6843,69.82,60.34,71.23,84.35,96.2702,86.18,45.63,21.94,56.86,85.0819,69.2762,56.5865,45.6078,83.2571,140.6819,78.6151,150.43,188.9531,119.275,70.0865,18.12,43.2262,31.3563,2.3,130.6797,10.66,51.2251,50.6015,122.8514,132.9019,62.57,96.23,93.4162,30.1944,62.96
2016-03-09,101.8547,208.72,96.4235,559.47,725.41,107.51,49.806000000000004,71.04,60.49,72.88,85.27,96.4641,86.84,45.78,22.01,56.69,85.4052,69.335,56.2247,45.3809,83.8015,142.639,78.1888,153.0,190.9665,118.6255,70.5357,18.4963,43.6777,31.3365,2.26,132.8604,10.81,51.8331,50.135,124.2443,136.2104,60.98,98.0,93.2635,30.2729,63.92
2016-03-10,101.6992,205.18,96.4712,558.93,732.17,107.32,49.0614,70.7,60.72,71.69,84.85,95.05799999999999,86.08,45.52,22.24,55.95,85.1211,68.8838,55.93899999999999,45.674,83.6498,142.4713,78.83800000000001,155.06,191.2331,118.4937,71.8927,18.8823,43.6307,31.2872,2.26,135.1627,10.88,49.8096,49.2717,119.2805,135.1729,61.02,97.36,92.6714,30.6555,63.5
2016-03-11,103.4775,207.5,97.5106,569.61,744.87,109.41,50.0228,71.63,63.35,71.19,86.0,96.9393,86.53,46.2,22.54,56.61,86.7767,70.267,56.615,46.4965,84.4173,142.3222,79.0027,158.59,193.4831,120.9127,72.791,19.3309,43.9505,31.8205,2.52,139.2806,11.39,51.8032,50.919,122.54299999999999,139.7497,63.7,97.66,93.5308,30.9203,64.47
2016-03-14,103.6524,215.15,97.7585,573.37,750.24,109.89,50.117,72.22,62.35,72.55,87.01,96.4254,85.91,46.21,22.61,56.7,87.0608,70.1296,56.7198,45.9954,86.0238,142.2849,79.1674,154.77,197.6898,121.2704,73.5077,19.2103,44.2139,31.8995,2.72,138.6442,11.15,51.3447,51.5045,123.1132,142.1351,66.54,98.13,94.3617,31.7934,64.79
2016-03-15,103.6135,218.34,99.7228,577.02,750.57,110.67,50.5129,71.7,61.65,70.27,86.83,96.3284,86.23,46.41,22.66,56.32,87.5408,70.5416,56.396,46.0521,86.3093,143.6922,80.2138,149.98,195.7998,122.0893,73.737,19.2007,44.2704,31.7415,2.49,138.9531,10.85,50.8562,48.5274,122.1316,141.8442,66.8,97.86,93.8173,31.8621,65.72
2016-03-16,104.5366,221.93,101.0483,574.27,757.36,112.18,51.2293,72.73,62.37,71.39,88.17,97.2594,87.08,46.79,23.02,56.97,88.1775,70.9929,56.8436,46.1751,86.0148,143.5803,80.582,149.2,195.7931,122.7858,74.3582,19.3454,44.8254,32.6896,2.63,139.5614,10.72,50.7566,47.9419,121.4866,146.1787,67.48,99.35,94.0083,32.1662,66.0
2016-03-17,104.4783,226.38,100.8862,559.44,758.48,111.02,51.5215,72.72,60.8,70.16,89.96,97.78299999999999,87.98,47.15,23.17,57.06,89.54899999999999,71.7482,57.2054,46.8179,86.0505,143.3753,81.3183,147.22,187.4498,123.1906,75.7439,19.5673,44.2516,32.413000000000004,2.8,142.3032,10.87,53.4977,48.0907,119.6357,147.3035,65.31,99.72,95.1161,31.9798,64.67
2016-03-18,104.6414,232.74,101.0006,552.08,755.41,111.45,50.4187,72.65,60.15,72.0,93.42,98.9274,87.67,47.78,23.17,57.81,90.4307,72.3761,58.2908,47.8296,85.6311,142.7322,81.9675,150.24,194.3498,123.6329,75.8968,19.7699,44.6561,33.3908,2.93,143.1859,11.14,52.4312,49.3291,118.9814,143.3569,64.31,101.12,94.7341,31.5874,64.32
2016-03-21,105.0507,238.32,100.9911,553.98,762.16,111.85,50.7674,72.25,61.05,73.03,92.5,98.9274,87.52,47.6,22.93,58.17,90.4699,72.3662,58.2813,47.6594,85.4972,143.4685,82.3066,155.13,194.3298,123.3129,76.2217,20.0015,44.6749,33.4895,2.8,143.5615,11.53,52.6206,50.5014,119.5142,144.1812,65.71,101.06,94.0274,31.4304,63.94
2016-03-22,105.3723,234.24,101.7634,560.48,760.05,112.25,50.9654,72.85,62.32,72.0,92.56,99.0632,87.48,47.94,22.93,57.98,89.8919,71.5717,57.71,47.4325,85.3009,141.8748,82.5391,156.36,197.0098,122.9176,76.6231,20.0497,44.7502,33.4303,2.79,145.3174,11.44,53.2286,52.1606,119.3179,144.9472,64.04,99.84,93.1871,31.9209,63.87
2016-03-23,104.5049,222.58,101.2008,569.63,757.56,112.54,50.8711,71.78,62.25,71.26,92.16,98.6268,87.11,47.57,22.88,57.29,90.2544,72.5036,57.7291,47.1394,85.99700000000001,143.0678,83.1882,152.54,195.4431,122.5693,75.8395,19.5673,44.5244,34.0031,2.68,143.6554,10.65,51.0058,49.5476,119.0281,141.34,61.74,99.59,92.4708,31.9602,65.05
2016-03-24,104.5342,227.75,100.7622,582.95,754.84,113.05,51.0973,72.44,61.69,72.05,92.52,98.811,87.3,47.87,23.0,57.37,90.0389,72.7292,57.5767,46.9692,84.935,141.1292,82.51,155.34,194.4365,122.7952,75.3807,19.4419,44.2328,34.0524,2.79,143.6648,10.5,51.5141,49.7265,119.0935,140.0988,62.23,98.36,92.8433,31.5972,64.24
2016-03-28,104.38799999999999,230.26,100.3045,579.87,753.28,113.69,50.4658,71.95,60.34,72.2,92.4,98.9662,87.16,47.68,22.97,57.11,89.3825,72.6703,57.3958,46.591,84.9707,142.2849,83.4789,152.13,194.7231,123.3788,75.6197,19.4901,44.2516,34.3981,2.78,143.7587,10.38,50.7466,49.0807,121.0504,135.7547,62.51,101.21,93.6741,31.7836,64.64
2016-03-29,106.0643,230.13,102.6788,593.86,765.89,116.14,51.5686,72.3,61.14,74.34,93.22,99.4705,88.74,48.27,23.59,58.23,90.8912,73.9456,57.7005,47.5365,84.7832,144.6987,84.6125,157.13,201.0231,124.6871,78.305,19.8664,44.4491,34.9512,2.86,144.7258,10.45,52.5607,50.253,123.995,134.6492,65.58,104.13,93.7409,32.8714,66.03
2016-03-30,106.5808,226.89,104.4715,598.69,768.34,114.7,51.8891,74.3,61.07,76.14,93.78,100.06200000000001,88.57,48.13,23.37,57.9,91.9002,75.319,57.4053,47.5176,85.2919,146.8795,85.0582,157.43,199.4265,125.5813,78.5439,20.3006,45.0324,35.3166,2.86,147.355,10.48,54.5842,49.8457,123.8727,138.3049,66.58,102.19,94.4572,33.6922,66.41
2016-03-31,106.4249,229.77,103.928,593.64,762.9,114.1,52.0588,73.83,61.18,76.84,93.8,100.867,89.46,48.44,23.58,58.31,92.5761,75.0247,58.4622,48.1416,85.7203,146.8609,85.5233,162.11,200.3498,125.5907,78.9357,20.4357,44.6185,35.1882,2.85,145.0732,10.47,53.9264,51.3261,125.7825,139.2261,66.5,102.23,94.8392,33.4647,66.11
2016-04-01,107.5554,237.59,104.8816,598.5,769.67,116.06,52.3792,75.73,62.03,78.6,95.16,101.5264,90.1,49.28,23.64,57.77,93.9182,76.1136,58.1766,48.5859,86.5235,147.4853,86.6568,166.86,202.1665,126.9273,79.2511,20.6673,44.7972,35.7017,2.83,148.1719,11.03,54.7437,52.8164,124.4748,138.6831,67.23,105.7,94.61,34.0383,65.92
